EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,OverTime,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,SalaryBand,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,DistanceFromHome,Attrition
EMP0372,32,Male,Married,Research & Development,Research Director,5,Medical,Travel_Rarely,No,1,0,1,9,2031,Low,21,1,1,3,4,3,1,2,22,No
EMP0373,54,Male,Single,Research & Development,Healthcare Representative,2,Marketing,Travel_Rarely,No,0,0,0,9,9466,High,15,0,1,3,2,2,4,1,11,No
EMP0374,50,Female,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,No,7,2,6,1,5808,Medium,17,1,6,3,1,4,4,2,23,No
EMP0375,25,Male,Married,Sales,Sales Representative,5,Human Resources,Travel_Rarely,Yes,7,1,0,2,8461,High,17,3,1,3,1,4,1,1,17,No
EMP0376,22,Male,Single,Human Resources,Manager,3,Other,Travel_Rarely,No,6,3,4,7,16236,Very High,23,2,4,3,4,3,2,4,4,No
EMP0377,56,Male,Divorced,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,Yes,13,7,4,2,9166,High,14,1,5,3,2,4,3,2,29,No
EMP0378,21,Male,Married,Research & Development,Laboratory Technician,5,Medical,Non-Travel,Yes,14,7,6,0,2252,Low,21,1,3,3,4,4,1,4,15,Yes
EMP0379,23,Male,Married,Sales,Sales Executive,5,Other,Non-Travel,No,14,3,7,8,2706,Low,24,0,0,4,2,1,2,1,1,No
EMP0380,49,Male,Married,Research & Development,Laboratory Technician,2,Human Resources,Travel_Rarely,No,14,4,7,7,6779,High,13,3,5,4,1,1,1,4,22,No
EMP0381,47,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,Yes,14,4,3,3,1351,Low,19,0,4,3,3,4,2,1,29,No
EMP0382,52,Female,Single,Sales,Sales Executive,1,Technical Degree,Non-Travel,Yes,7,6,4,7,1914,Low,22,3,0,3,1,4,4,4,20,No
EMP0383,57,Male,Divorced,Research & Development,Research Director,5,Life Sciences,Travel_Rarely,Yes,2,2,2,4,7639,High,24,3,5,3,3,1,1,2,1,No
EMP0384,33,Male,Married,Research & Development,Research Director,5,Marketing,Non-Travel,No,10,7,7,2,3248,Medium,24,0,4,4,3,4,3,1,9,No
EMP0385,30,Male,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,No,1,1,1,0,15077,Very High,17,2,3,3,2,4,1,4,12,No
EMP0386,59,Male,Married,Human Resources,Human Resources,4,Marketing,Travel_Rarely,Yes,6,4,3,9,9138,High,12,3,1,3,4,2,4,1,4,No
EMP0387,47,Female,Single,Research & Development,Manufacturing Director,5,Technical Degree,Travel_Rarely,Yes,7,3,1,4,2533,Low,11,2,5,3,2,4,4,1,28,Yes
EMP0388,36,Female,Married,Research & Development,Research Scientist,4,Life Sciences,Non-Travel,No,0,0,0,5,15892,Very High,21,0,5,3,1,3,2,1,22,No
EMP0389,34,Female,Single,Sales,Sales Executive,1,Human Resources,Travel_Rarely,No,11,0,1,3,1634,Low,12,2,0,3,4,2,4,3,13,No
EMP0390,36,Male,Married,Research & Development,Healthcare Representative,3,Human Resources,Travel_Frequently,No,9,1,4,6,2041,Low,23,3,1,3,3,3,2,1,7,No
EMP0391,45,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,Yes,8,3,7,2,3246,Medium,22,0,6,3,3,4,4,4,8,No
EMP0392,43,Male,Married,Human Resources,Human Resources,1,Other,Travel_Rarely,Yes,14,6,0,6,2804,Low,13,2,3,3,1,1,2,3,28,Yes
EMP0393,54,Male,Divorced,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,No,12,5,2,0,5145,Medium,15,0,0,3,4,2,3,4,13,No
EMP0394,43,Male,Married,Research & Development,Manager,4,Marketing,Travel_Rarely,No,14,4,0,6,2353,Low,24,0,2,3,1,1,2,3,11,No
EMP0395,40,Male,Divorced,Sales,Sales Representative,1,Human Resources,Travel_Rarely,Yes,10,1,4,0,4448,Medium,25,2,2,3,1,2,2,1,9,No
EMP0396,26,Male,Married,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,No,3,3,3,0,4028,Medium,13,3,2,3,2,1,3,2,25,No
EMP0397,29,Female,Married,Research & Development,Research Scientist,2,Human Resources,Travel_Rarely,Yes,13,7,6,1,10227,High,20,3,3,3,1,2,2,2,24,No
EMP0398,18,Male,Divorced,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,No,11,1,0,1,7397,High,19,3,2,3,4,2,2,1,16,No
EMP0399,18,Female,Divorced,Sales,Sales Executive,4,Medical,Travel_Frequently,No,13,2,1,3,2762,Low,20,3,5,3,1,3,3,3,10,Yes
EMP0400,51,Male,Divorced,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,Yes,3,3,3,0,3592,Medium,14,1,6,3,4,1,4,4,11,No
EMP0401,49,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,No,2,2,2,3,3497,Medium,17,0,0,3,3,3,1,2,12,No
EMP0402,42,Female,Married,Research & Development,Healthcare Representative,4,Technical Degree,Travel_Rarely,No,5,2,5,1,2375,Low,14,0,6,3,1,3,2,1,28,No
EMP0403,57,Female,Single,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,No,0,0,0,3,10021,High,13,1,6,3,4,1,4,1,14,No
EMP0404,18,Male,Married,Sales,Sales Representative,3,Medical,Non-Travel,No,5,1,5,3,11485,High,20,0,6,3,3,2,1,3,19,Yes
EMP0405,33,Male,Married,Research & Development,Manufacturing Director,5,Technical Degree,Travel_Rarely,Yes,1,1,0,8,1866,Low,11,0,5,3,4,3,3,2,12,Yes
EMP0406,56,Male,Divorced,Research & Development,Manufacturing Director,4,Technical Degree,Travel_Frequently,No,8,7,5,8,5811,Medium,24,2,2,3,3,1,2,1,18,No
EMP0407,22,Male,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,Yes,1,1,0,0,2588,Low,22,1,6,3,2,2,2,2,21,Yes
EMP0408,39,Female,Married,Sales,Manager,3,Medical,Travel_Rarely,No,6,4,3,4,4717,Medium,19,0,6,3,1,3,3,4,17,No
EMP0409,46,Female,Single,Sales,Manager,4,Technical Degree,Non-Travel,No,11,3,3,6,2805,Low,23,0,0,3,1,3,2,1,3,No
EMP0410,20,Female,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,No,0,0,0,3,12301,Very High,21,1,5,3,3,3,1,1,1,No
EMP0411,29,Male,Single,Research & Development,Healthcare Representative,2,Other,Travel_Rarely,Yes,11,5,5,4,7596,High,11,1,3,3,2,2,1,4,29,Yes
EMP0412,43,Female,Married,Research & Development,Healthcare Representative,3,Marketing,Travel_Rarely,No,6,3,2,1,4438,Medium,21,2,1,3,4,3,3,1,19,No
EMP0413,33,Male,Single,Research & Development,Manager,3,Human Resources,Travel_Rarely,No,4,4,4,2,3602,Medium,23,2,5,3,2,2,2,3,29,No
EMP0414,54,Female,Married,Research & Development,Research Director,5,Human Resources,Non-Travel,No,7,1,4,6,15840,Very High,11,3,4,4,4,4,4,4,4,No
EMP0415,39,Female,Divorced,Sales,Manager,4,Medical,Non-Travel,Yes,3,3,3,9,3361,Medium,25,3,2,4,4,3,2,3,23,No
EMP0416,46,Male,Single,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Rarely,Yes,14,3,1,6,1825,Low,11,2,4,3,1,4,3,4,28,No
EMP0417,31,Male,Married,Research & Development,Research Director,1,Marketing,Non-Travel,No,11,2,1,3,5705,Medium,24,0,1,3,3,1,4,4,16,Yes
EMP0418,45,Male,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,No,14,4,4,0,11820,High,15,1,3,3,1,3,1,3,12,No
EMP0419,22,Male,Divorced,Research & Development,Research Director,1,Other,Non-Travel,Yes,9,3,0,0,5015,Medium,17,2,5,3,1,1,1,4,21,Yes
EMP0420,47,Female,Divorced,Sales,Sales Executive,4,Medical,Travel_Rarely,No,6,3,4,3,8154,High,17,3,3,3,1,1,4,2,21,Yes
EMP0421,22,Male,Single,Sales,Sales Executive,3,Technical Degree,Travel_Rarely,No,5,4,5,3,11755,High,20,1,1,3,4,1,4,3,13,No
EMP0422,29,Male,Single,Research & Development,Research Scientist,1,Medical,Travel_Rarely,No,4,2,2,5,10924,High,11,3,4,4,1,4,3,4,17,No
EMP0423,33,Male,Married,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,Yes,3,0,1,6,12209,Very High,16,0,5,3,4,2,2,3,8,No
EMP0424,43,Female,Married,Research & Development,Manager,1,Marketing,Travel_Rarely,Yes,14,3,1,8,2997,Low,19,0,2,3,3,4,1,4,13,Yes
EMP0425,43,Male,Married,Research & Development,Research Director,5,Medical,Travel_Rarely,No,6,5,6,8,3907,Medium,16,3,0,3,4,4,2,4,20,No
EMP0426,38,Female,Single,Research & Development,Manager,2,Medical,Travel_Rarely,Yes,11,1,7,9,8974,High,25,1,6,3,4,1,1,2,26,No
EMP0427,56,Female,Single,Sales,Sales Executive,4,Other,Travel_Rarely,No,4,4,4,4,8442,High,14,3,3,4,2,3,2,2,5,No
EMP0428,53,Female,Married,Research & Development,Manufacturing Director,1,Life Sciences,Travel_Rarely,No,4,2,4,9,3346,Medium,25,1,1,3,1,2,1,2,18,No
EMP0429,50,Male,Single,Sales,Sales Representative,3,Human Resources,Travel_Rarely,No,14,7,6,2,2373,Low,20,2,5,3,1,1,2,4,15,No
EMP0430,47,Male,Divorced,Sales,Manager,4,Marketing,Travel_Rarely,No,0,0,0,2,6360,High,19,3,4,3,1,2,3,2,12,No
EMP0431,54,Male,Single,Research & Development,Manufacturing Director,1,Other,Travel_Rarely,No,1,1,1,5,9064,High,23,3,2,3,1,4,1,3,29,No
EMP0432,40,Male,Single,Research & Development,Healthcare Representative,3,Medical,Travel_Frequently,Yes,4,4,4,0,1350,Low,13,1,4,3,2,2,3,4,17,No
EMP0433,27,Male,Divorced,Research & Development,Research Scientist,3,Marketing,Travel_Rarely,No,12,6,1,6,5170,Medium,23,2,2,3,2,2,1,3,25,No
EMP0434,22,Female,Married,Sales,Manager,3,Human Resources,Travel_Rarely,No,2,2,2,2,1396,Low,20,1,5,3,2,3,1,2,15,No
EMP0435,53,Male,Married,Research & Development,Manufacturing Director,3,Medical,Non-Travel,No,13,4,6,4,1012,Low,14,1,0,3,2,1,1,4,2,Yes
EMP0436,51,Female,Single,Sales,Manager,1,Life Sciences,Travel_Rarely,Yes,12,6,7,6,1685,Low,14,3,0,3,1,2,2,3,6,Yes
EMP0437,48,Male,Married,Sales,Sales Executive,2,Marketing,Travel_Rarely,Yes,1,1,1,6,4334,Medium,14,3,6,3,4,2,1,1,17,Yes
EMP0438,27,Female,Married,Research & Development,Research Director,5,Other,Travel_Rarely,Yes,13,3,7,8,3517,Medium,16,1,1,4,3,4,3,3,16,No
EMP0439,36,Female,Single,Sales,Sales Representative,5,Life Sciences,Travel_Rarely,No,13,4,1,0,5982,Medium,23,0,1,3,2,4,2,4,17,No
EMP0440,49,Female,Divorced,Research & Development,Healthcare Representative,5,Human Resources,Travel_Rarely,No,3,1,3,2,9292,High,21,0,2,3,4,2,2,1,25,No
EMP0441,18,Female,Married,Sales,Sales Representative,2,Human Resources,Non-Travel,No,3,3,3,8,11637,High,25,0,2,4,2,1,1,2,20,No
EMP0442,22,Female,Married,Sales,Manager,3,Marketing,Travel_Rarely,Yes,3,3,3,7,1568,Low,25,3,2,4,1,2,4,2,9,No
EMP0443,21,Female,Married,Sales,Sales Representative,3,Human Resources,Travel_Frequently,Yes,3,0,0,1,1566,Low,21,3,2,3,1,2,2,3,27,Yes
EMP0444,33,Male,Married,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,No,2,2,2,7,10041,High,17,2,6,3,4,3,1,2,5,No
EMP0445,41,Male,Single,Research & Development,Research Scientist,5,Other,Non-Travel,No,12,7,6,7,2080,Low,24,3,5,3,4,1,3,3,23,Yes
EMP0446,33,Male,Married,Research & Development,Healthcare Representative,5,Marketing,Travel_Rarely,Yes,11,1,1,1,19775,Very High,19,2,5,3,4,3,4,3,1,No
EMP0447,19,Male,Married,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,No,6,4,1,7,11323,High,24,3,0,3,1,1,2,3,6,No
EMP0448,45,Male,Married,Research & Development,Healthcare Representative,5,Human Resources,Travel_Rarely,Yes,8,4,6,2,3697,Medium,21,0,1,3,1,1,4,3,24,No
EMP0449,49,Male,Married,Sales,Sales Executive,3,Marketing,Travel_Rarely,No,11,2,1,6,13423,Very High,13,0,6,3,3,1,2,4,14,Yes
EMP0450,44,Male,Married,Research & Development,Manager,3,Technical Degree,Travel_Rarely,No,4,2,4,8,1539,Low,18,1,1,3,4,3,4,4,17,No
EMP0451,37,Male,Divorced,Research & Development,Healthcare Representative,3,Human Resources,Travel_Rarely,No,3,3,2,3,1961,Low,18,1,3,4,3,3,4,1,25,No
EMP0452,41,Male,Single,Research & Development,Manager,1,Medical,Travel_Rarely,Yes,10,7,4,5,5436,Medium,11,2,1,3,2,3,3,1,19,Yes
EMP0453,29,Female,Married,Research & Development,Research Scientist,1,Medical,Non-Travel,No,1,1,1,8,3510,Medium,15,2,1,3,3,4,4,2,1,Yes
EMP0454,52,Male,Divorced,Research & Development,Research Scientist,1,Life Sciences,Travel_Rarely,Yes,1,1,1,4,12488,Very High,23,1,4,3,2,3,3,4,1,No
EMP0455,50,Female,Married,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,No,4,4,2,0,1050,Low,20,2,4,4,2,4,1,1,13,No
EMP0456,50,Male,Married,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,No,6,4,0,2,5944,Medium,15,3,6,3,3,4,2,4,14,No
EMP0457,54,Female,Single,Research & Development,Research Director,4,Other,Travel_Rarely,No,9,0,0,8,4536,Medium,22,0,3,3,4,4,3,4,27,No
EMP0458,29,Female,Married,Research & Development,Manager,4,Medical,Travel_Rarely,No,9,5,7,2,10590,High,18,1,2,4,2,2,2,2,6,No
EMP0459,20,Female,Single,Research & Development,Manager,3,Marketing,Travel_Rarely,No,8,3,5,9,2953,Low,18,1,3,3,4,2,3,2,27,Yes
EMP0460,18,Female,Divorced,Research & Development,Healthcare Representative,5,Marketing,Non-Travel,Yes,12,4,6,1,4061,Medium,22,3,3,3,1,2,2,3,6,No
EMP0461,50,Male,Single,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,No,6,4,5,3,6702,High,12,2,0,4,2,4,3,4,1,No
EMP0462,57,Female,Divorced,Research & Development,Laboratory Technician,4,Medical,Travel_Rarely,No,4,4,4,4,2618,Low,13,1,5,4,1,4,2,3,14,No
EMP0463,27,Female,Married,Research & Development,Manager,4,Medical,Travel_Rarely,No,9,4,2,6,11499,High,12,1,1,3,3,1,1,3,3,No
EMP0464,46,Female,Married,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Frequently,Yes,9,5,0,6,3402,Medium,11,3,0,3,4,4,2,3,23,No
EMP0465,30,Female,Married,Research & Development,Healthcare Representative,2,Other,Non-Travel,Yes,9,5,5,8,8481,High,12,0,6,3,3,2,1,4,10,No
EMP0466,29,Male,Divorced,Sales,Manager,2,Other,Travel_Rarely,No,5,5,3,7,11153,High,20,1,5,3,2,4,1,4,19,No
EMP0467,48,Female,Divorced,Research & Development,Manufacturing Director,4,Human Resources,Travel_Rarely,Yes,10,4,5,1,2679,Low,16,1,6,3,1,4,1,3,19,Yes
EMP0468,19,Male,Single,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,No,11,6,0,7,3749,Medium,22,3,1,3,2,1,4,4,19,Yes
EMP0469,52,Male,Married,Research & Development,Research Director,1,Technical Degree,Travel_Rarely,No,2,2,2,7,6793,High,11,1,6,3,3,4,2,3,28,No
EMP0470,40,Male,Married,Research & Development,Research Director,4,Marketing,Travel_Rarely,No,4,2,3,4,3303,Medium,16,1,3,3,4,3,4,1,23,No
EMP0471,34,Female,Single,Sales,Sales Representative,1,Medical,Travel_Rarely,No,7,5,7,2,18991,Very High,11,0,1,3,4,1,4,4,4,No
EMP0472,43,Male,Married,Research & Development,Manufacturing Director,2,Human Resources,Non-Travel,No,0,0,0,8,4470,Medium,12,1,2,3,2,4,2,2,20,No
EMP0473,25,Male,Divorced,Sales,Manager,1,Human Resources,Travel_Rarely,No,11,5,2,6,1849,Low,18,3,2,3,2,4,1,2,19,No
EMP0474,46,Male,Married,Sales,Manager,2,Medical,Non-Travel,No,0,0,0,0,3854,Medium,24,0,3,3,1,1,4,3,10,No
EMP0475,43,Female,Married,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,No,6,4,6,7,18821,Very High,16,0,6,3,3,4,4,1,27,No
EMP0476,27,Female,Married,Research & Development,Healthcare Representative,1,Human Resources,Non-Travel,No,13,3,3,9,1902,Low,19,0,4,3,2,2,3,4,25,No
EMP0477,43,Male,Married,Human Resources,Human Resources,2,Other,Travel_Rarely,No,4,0,0,4,7569,High,11,2,2,3,1,3,2,3,2,No
EMP0478,51,Male,Single,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,No,13,6,1,5,8256,High,15,3,3,3,2,3,4,1,4,No
EMP0479,58,Female,Married,Research & Development,Laboratory Technician,1,Medical,Travel_Rarely,No,4,4,3,8,5184,Medium,17,2,0,3,4,2,2,1,24,No
EMP0480,24,Female,Divorced,Research & Development,Manager,3,Life Sciences,Travel_Rarely,No,0,0,0,9,1046,Low,19,1,4,3,1,4,2,4,6,No
EMP0481,21,Female,Married,Sales,Sales Representative,1,Other,Travel_Rarely,No,8,2,5,7,10103,High,24,0,2,3,1,4,4,2,7,No
EMP0482,28,Male,Single,Human Resources,Human Resources,2,Marketing,Non-Travel,Yes,0,0,0,2,1859,Low,21,2,3,3,2,3,2,2,16,Yes
EMP0483,46,Female,Single,Research & Development,Research Scientist,2,Medical,Travel_Rarely,No,4,4,1,4,8222,High,19,1,3,3,3,4,1,1,29,No
EMP0484,53,Male,Single,Research & Development,Manufacturing Director,4,Other,Travel_Frequently,No,9,2,2,3,3037,Medium,14,2,0,4,4,3,4,2,7,No
EMP0485,42,Male,Married,Sales,Manager,4,Medical,Travel_Rarely,No,8,3,6,0,4178,Medium,23,0,0,3,3,3,4,1,18,Yes
EMP0486,38,Male,Married,Research & Development,Manager,3,Other,Non-Travel,No,13,3,2,4,6237,High,14,1,4,3,1,2,4,1,20,No
EMP0487,53,Male,Single,Research & Development,Research Scientist,2,Other,Travel_Rarely,No,14,5,4,9,3254,Medium,25,0,5,3,3,3,3,1,26,No
EMP0488,27,Female,Divorced,Research & Development,Manager,4,Human Resources,Travel_Rarely,Yes,3,3,2,6,5535,Medium,14,0,2,3,1,4,3,2,26,No
EMP0489,54,Male,Married,Sales,Manager,2,Human Resources,Travel_Rarely,No,12,6,4,0,4981,Medium,13,2,3,3,3,4,3,3,22,No
EMP0490,26,Male,Married,Sales,Manager,1,Human Resources,Travel_Rarely,Yes,7,6,2,3,5505,Medium,18,3,4,3,2,1,3,2,19,No
EMP0491,41,Male,Divorced,Human Resources,Manager,4,Marketing,Travel_Rarely,No,5,4,2,5,5575,Medium,15,1,6,3,3,4,4,3,9,No
EMP0492,52,Male,Single,Research & Development,Research Director,3,Marketing,Travel_Rarely,No,10,7,2,8,7732,High,17,1,4,3,1,1,1,2,29,No
EMP0493,52,Male,Divorced,Research & Development,Manager,4,Other,Travel_Rarely,No,14,7,4,7,3524,Medium,20,3,6,3,4,3,2,4,20,No
EMP0494,53,Male,Single,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,Yes,2,2,2,1,3369,Medium,16,1,0,3,4,4,2,4,10,Yes
EMP0495,35,Male,Married,Human Resources,Manager,5,Medical,Travel_Rarely,No,3,3,3,2,10709,High,24,2,3,3,4,2,4,2,13,No
EMP0496,56,Female,Divorced,Sales,Sales Executive,5,Human Resources,Travel_Rarely,Yes,1,1,1,9,2426,Low,19,1,1,3,1,2,1,4,18,Yes
EMP0497,49,Female,Divorced,Research & Development,Research Scientist,2,Medical,Travel_Rarely,No,0,0,0,4,2628,Low,24,2,5,3,3,2,2,4,16,Yes
EMP0498,41,Female,Married,Research & Development,Manufacturing Director,1,Other,Travel_Frequently,Yes,12,2,0,6,17161,Very High,13,1,5,3,4,3,1,4,22,Yes
EMP0499,40,Male,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,Yes,13,0,0,2,6797,High,16,2,0,3,4,3,4,4,17,Yes
EMP0500,49,Female,Married,Research & Development,Laboratory Technician,5,Other,Travel_Rarely,No,7,1,5,6,5646,Medium,13,3,6,4,4,1,3,3,22,No
EMP0501,54,Female,Divorced,Sales,Sales Representative,1,Marketing,Travel_Rarely,No,0,0,0,4,5647,Medium,12,1,3,3,2,2,1,1,13,No
EMP0502,29,Female,Single,Sales,Manager,2,Technical Degree,Travel_Rarely,No,13,5,2,9,2247,Low,13,2,4,3,1,1,2,3,12,Yes
EMP0503,30,Female,Divorced,Research & Development,Laboratory Technician,1,Life Sciences,Travel_Rarely,No,12,3,5,5,4535,Medium,12,0,5,3,1,1,2,1,10,No
EMP0504,40,Male,Married,Research & Development,Manager,2,Medical,Travel_Rarely,No,10,2,0,5,5436,Medium,12,0,4,3,1,4,2,1,1,No
EMP0505,42,Female,Married,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,No,0,0,0,3,5410,Medium,20,0,2,3,1,4,3,2,8,No
EMP0506,52,Male,Married,Research & Development,Research Scientist,1,Human Resources,Travel_Rarely,No,3,3,3,7,5028,Medium,21,1,1,3,1,2,1,2,21,No
EMP0507,58,Male,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,No,9,7,1,8,2169,Low,17,2,0,4,2,3,1,2,22,Yes
EMP0508,47,Male,Divorced,Sales,Sales Representative,1,Marketing,Travel_Rarely,No,11,1,3,1,1587,Low,20,0,6,3,3,4,2,2,18,No
EMP0509,34,Male,Married,Sales,Sales Representative,2,Medical,Non-Travel,No,9,7,0,8,16040,Very High,25,1,5,3,2,3,1,2,2,No
EMP0510,37,Female,Divorced,Sales,Sales Executive,2,Other,Travel_Frequently,Yes,14,6,5,3,5769,Medium,13,2,2,3,4,1,2,3,16,No
EMP0511,42,Male,Single,Research & Development,Research Scientist,1,Medical,Travel_Rarely,No,5,5,5,5,4989,Medium,18,0,2,3,2,1,1,3,12,No
EMP0512,39,Male,Married,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,Yes,8,2,0,6,2062,Low,23,0,1,3,1,1,3,4,9,No
EMP0513,30,Female,Divorced,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,No,0,0,0,3,2105,Low,12,1,0,3,2,1,3,3,3,No
EMP0514,36,Male,Married,Sales,Manager,3,Other,Travel_Rarely,Yes,6,0,3,7,6135,High,21,2,0,3,1,2,4,3,22,Yes
EMP0515,53,Male,Married,Research & Development,Research Scientist,4,Life Sciences,Travel_Frequently,No,9,2,6,9,4885,Medium,21,1,4,3,2,1,4,2,26,Yes
EMP0516,29,Female,Married,Research & Development,Manufacturing Director,3,Technical Degree,Travel_Rarely,No,10,1,4,7,3977,Medium,17,0,0,3,1,4,4,4,21,No
EMP0517,58,Female,Divorced,Sales,Sales Executive,3,Human Resources,Travel_Rarely,Yes,4,4,4,0,1995,Low,13,1,2,3,4,1,1,3,28,Yes
EMP0518,36,Male,Divorced,Human Resources,Human Resources,5,Marketing,Non-Travel,Yes,11,7,7,7,7362,High,19,1,4,3,1,3,3,3,4,Yes
EMP0519,29,Female,Single,Research & Development,Manager,5,Other,Travel_Rarely,Yes,14,1,4,9,1346,Low,17,0,0,3,2,4,3,4,26,No
EMP0520,26,Male,Divorced,Sales,Sales Executive,5,Medical,Travel_Rarely,No,7,3,1,2,1999,Low,25,0,6,4,4,3,3,1,2,No
EMP0521,24,Male,Married,Research & Development,Research Scientist,5,Medical,Travel_Rarely,No,13,0,4,4,5085,Medium,19,2,6,3,2,3,2,2,8,No
EMP0522,45,Male,Single,Research & Development,Research Scientist,2,Human Resources,Travel_Rarely,Yes,6,4,6,9,2790,Low,12,2,1,4,4,2,1,3,10,Yes
EMP0523,31,Male,Divorced,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,No,3,3,3,7,2469,Low,16,0,2,3,3,2,1,3,16,No
EMP0524,48,Female,Married,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,No,3,3,1,5,5153,Medium,15,0,3,3,3,3,4,4,23,No
EMP0525,36,Female,Divorced,Research & Development,Research Scientist,3,Medical,Travel_Rarely,No,5,5,5,3,6948,High,24,3,1,3,3,3,2,3,11,No
EMP0526,33,Male,Single,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,No,5,2,2,3,6103,High,12,3,1,4,2,1,2,2,18,No
EMP0527,22,Male,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,No,8,7,6,3,5200,Medium,14,2,0,3,2,4,3,3,22,No
EMP0528,52,Female,Married,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,No,11,7,2,5,1434,Low,14,1,4,3,4,1,4,1,14,Yes
EMP0529,29,Male,Single,Research & Development,Manager,1,Other,Travel_Rarely,Yes,4,2,4,6,1323,Low,18,0,4,3,4,2,1,2,8,Yes
EMP0530,42,Male,Married,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,Yes,7,1,5,4,17133,Very High,23,0,6,4,4,2,2,1,23,Yes
EMP0531,38,Female,Single,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,Yes,4,4,1,9,5940,Medium,17,1,2,4,4,1,3,4,15,No
EMP0532,53,Female,Married,Sales,Manager,2,Other,Non-Travel,Yes,1,1,1,7,6963,High,23,2,0,4,1,4,1,2,17,No
EMP0533,40,Female,Single,Sales,Sales Executive,3,Marketing,Non-Travel,No,14,5,5,6,2959,Low,15,3,4,4,3,3,3,3,21,No
EMP0534,33,Male,Single,Research & Development,Manager,4,Technical Degree,Non-Travel,No,5,1,5,7,4890,Medium,19,2,6,3,1,1,1,2,18,No
EMP0535,56,Female,Divorced,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,No,8,4,4,3,1165,Low,11,1,5,3,1,2,3,2,6,No
EMP0536,59,Male,Single,Sales,Sales Executive,5,Other,Travel_Rarely,Yes,12,4,5,7,4075,Medium,14,0,3,3,1,4,1,2,23,Yes
EMP0537,56,Male,Married,Sales,Sales Representative,4,Technical Degree,Non-Travel,No,2,2,0,5,12733,Very High,15,3,5,3,1,2,4,1,14,No
EMP0538,31,Male,Divorced,Sales,Manager,2,Life Sciences,Non-Travel,No,0,0,0,2,13496,Very High,18,1,0,3,3,4,1,4,23,Yes
EMP0539,48,Male,Married,Human Resources,Human Resources,5,Human Resources,Travel_Rarely,No,0,0,0,7,4325,Medium,13,0,0,4,1,4,1,2,3,No
EMP0540,22,Male,Divorced,Research & Development,Healthcare Representative,4,Other,Travel_Rarely,Yes,12,1,3,6,4895,Medium,24,2,4,3,4,4,1,3,7,No
EMP0541,52,Male,Single,Human Resources,Human Resources,1,Life Sciences,Non-Travel,No,2,2,0,9,14954,Very High,22,3,1,3,2,1,3,2,15,No
EMP0542,40,Male,Single,Research & Development,Healthcare Representative,4,Human Resources,Travel_Rarely,No,9,3,0,4,8198,High,15,0,0,4,4,1,2,2,21,Yes
EMP0543,46,Female,Divorced,Research & Development,Manager,1,Human Resources,Travel_Rarely,No,4,3,4,3,1055,Low,13,0,1,3,2,1,1,4,24,Yes
